,Name,Description,geometry,route_type,branch_no
70,AORBRVC007 (SUBTOWN/ODA),WISMA PERSEKUTUAN	5.7km<br>JALAN ALOR MERAH	7.2km<br>ANAK BUKIT	12.6km,"POLYGON Z ((100.3429273 6.1353802 0, 100.3447941 6.1346121 0, 100.348399 6.1362762 0, 100.3565958 6.1367669 0, 100.3573897 6.1385164 0, 100.358012 6.1398178 0, 100.3582266 6.1403938 0, 100.35548 6.1423352 0, 100.3521541 6.1420152 0, 100.3484848 6.1417379 0, 100.3469613 6.1408418 0, 100.3449443 6.1383243 0, 100.3429273 6.1353802 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
71,AORBRVC007 (SUBTOWN/ODA),WISMA PERSEKUTUAN	5.7km<br>JALAN ALOR MERAH	7.2km<br>ANAK BUKIT	12.6km,"POLYGON Z ((100.3635481 6.143594 0, 100.3636768 6.1397751 0, 100.3623894 6.1373643 0, 100.3615954 6.1355722 0, 100.3594596 6.1303276 0, 100.3619388 6.1289157 0, 100.3634837 6.1280409 0, 100.3644064 6.1281476 0, 100.3644279 6.1290224 0, 100.363355 6.1305798 0, 100.3625181 6.1320093 0, 100.3624108 6.133844 0, 100.3628829 6.1346334 0, 100.3640845 6.1352308 0, 100.3655437 6.1358068 0, 100.365887 6.1369376 0, 100.3668311 6.137407 0, 100.3687194 6.1368949 0, 100.3694704 6.1377483 0, 100.3691271 6.1393697 0, 100.3689983 6.1413965 0, 100.3682259 6.1426553 0, 100.3697708 6.143466 0, 100.3705862 6.1441273 0, 100.3726032 6.1463674 0, 100.3733328 6.1517223 0, 100.3694275 6.153045 0, 100.3692558 6.1573758 0, 100.3785041 6.1585919 0, 100.3791693 6.1616426 0, 100.3785255 6.1686613 0, 100.3770664 6.175424 0, 100.3833321 6.1804373 0, 100.3947475 6.1914663 0, 100.3890183 6.1993593 0, 100.3870228 6.197866 0, 100.385113 6.1976314 0, 100.3835466 6.1963727 0, 100.3817442 6.1943035 0, 100.3810683 6.1926182 0, 100.3693846 6.1887997 0, 100.3614023 6.1800746 0, 100.371187 6.1792426 0, 100.3693417 6.1770667 0, 100.3677538 6.1768107 0, 100.3658011 6.1754027 0, 100.3632262 6.1740587 0, 100.3619817 6.174656 0, 100.3594926 6.1724374 0, 100.3665522 6.1680427 0, 100.3662732 6.167232 0, 100.3667024 6.166592 0, 100.3671101 6.1659093 0, 100.3668196 6.1645051 0, 100.3678825 6.1608106 0, 100.368107 6.1600464 0, 100.3679898 6.1578879 0, 100.3682358 6.1565903 0, 100.3686006 6.1553956 0, 100.368419 6.1543038 0, 100.3688267 6.1519143 0, 100.3691056 6.1494182 0, 100.3682572 6.1476726 0, 100.3686649 6.1464566 0, 100.369137 6.1456459 0, 100.3690941 6.1445578 0, 100.3686336 6.1440207 0, 100.3635481 6.143594 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
72,AORBRVC008 (TOWN/SUBTOWN),TAMAN BERJAYA	4.4km<br>PETRON JALAN PEGAWAI	5.2km<br>PEKAN CINA	5.3km,"POLYGON Z ((100.3672333 6.1260935 0, 100.3666754 6.1218051 0, 100.366257 6.1213357 0, 100.3600665 6.124024 0, 100.359648 6.1228399 0, 100.3599377 6.1222425 0, 100.3634139 6.1206317 0, 100.3643902 6.120333 0, 100.3648623 6.1198529 0, 100.3649266 6.1195222 0, 100.3648193 6.1191702 0, 100.364476 6.1189568 0, 100.3637787 6.1184875 0, 100.3625033 6.1178058 0, 100.3619991 6.116899 0, 100.3611394 6.1164712 0, 100.3605493 6.1162152 0, 100.3591331 6.1164072 0, 100.3580602 6.1167059 0, 100.3559895 6.1173353 0, 100.354466 6.1177087 0, 100.3537365 6.117506 0, 100.3537365 6.1161939 0, 100.3537901 6.1155538 0, 100.353715 6.1148924 0, 100.3533288 6.113687 0, 100.352846 6.1133989 0, 100.3520198 6.1122041 0, 100.3510864 6.1122148 0, 100.3503676 6.1125242 0, 100.350668 6.1113827 0, 100.3512903 6.108353 0, 100.3522666 6.1046832 0, 100.353361 6.100288 0, 100.3546377 6.095594 0, 100.3608819 6.09569 0, 100.3613432 6.0960528 0, 100.3629954 6.097621 0, 100.363607 6.0983251 0, 100.3637465 6.0998826 0, 100.3638752 6.1032324 0, 100.3640898 6.1067742 0, 100.3643151 6.1099852 0, 100.3644438 6.1126202 0, 100.3647872 6.1151271 0, 100.3640898 6.1156712 0, 100.3647228 6.1170366 0, 100.3642722 6.1172607 0, 100.3647979 6.1183914 0, 100.3658279 6.1180287 0, 100.3663428 6.1189782 0, 100.3696259 6.1214957 0, 100.3702962 6.1245868 0, 100.3672333 6.1260935 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
73,AORBRVC009 (SUBTOWN),JALAN LANGGAR KINDERGARDEN	5.9km<br>TAMAN GOLF	6.5km<br>JALAN SULTANAH	7.3km<br>HOSPITAL BARU	10.6km,"POLYGON Z ((100.3409192 6.1370443 0, 100.3424944 6.1353813 0, 100.3442861 6.1378668 0, 100.3464962 6.1408963 0, 100.3475476 6.1416324 0, 100.3494145 6.1421764 0, 100.3551222 6.1426671 0, 100.3553475 6.1424857 0, 100.3583838 6.1404483 0, 100.3571607 6.1378135 0, 100.3573752 6.1377708 0, 100.3599824 6.1368961 0, 100.3614756 6.1366389 0, 100.3632781 6.1395831 0, 100.3631708 6.1427833 0, 100.3634722 6.1438538 0, 100.3682134 6.1440847 0, 100.3686854 6.144874 0, 100.3686425 6.1455994 0, 100.3678057 6.1468795 0, 100.3678271 6.1477755 0, 100.3682992 6.1489489 0, 100.3684279 6.1509543 0, 100.3678057 6.1538557 0, 100.3680631 6.1552638 0, 100.3675052 6.1565438 0, 100.3673336 6.1578025 0, 100.3674623 6.1604479 0, 100.3663036 6.164224 0, 100.3664324 6.1658027 0, 100.3657457 6.1673813 0, 100.3659388 6.168192 0, 100.3591368 6.1723094 0, 100.3599736 6.173184 0, 100.3594372 6.1735893 0, 100.3564331 6.1694507 0, 100.3592226 6.1609386 0, 100.359523 6.1526184 0, 100.3504381 6.1459552 0, 100.3433868 6.1458341 0, 100.34152 6.14481 0, 100.3449532 6.1419939 0, 100.3409192 6.1370443 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
74,AORBRVC009 (SUBTOWN),JALAN LANGGAR KINDERGARDEN	5.9km<br>TAMAN GOLF	6.5km<br>JALAN SULTANAH	7.3km<br>HOSPITAL BARU	10.6km,"POLYGON Z ((100.3704765 6.1379934 0, 100.3729012 6.1376308 0, 100.3786931 6.1380646 0, 100.3795746 6.1390602 0, 100.3836301 6.1383348 0, 100.3899172 6.1352413 0, 100.3972772 6.135796 0, 100.3966334 6.1375027 0, 100.3991011 6.1385481 0, 100.4003885 6.142495 0, 100.4018262 6.1471033 0, 100.4083922 6.1465272 0, 100.4083064 6.1511568 0, 100.403178 6.1512421 0, 100.3957966 6.1488527 0, 100.3938225 6.1447565 0, 100.3919557 6.1443298 0, 100.3896382 6.1454392 0, 100.3851965 6.1473593 0, 100.3822782 6.1510928 0, 100.3795531 6.1583463 0, 100.3784373 6.158453 0, 100.3694466 6.1573223 0, 100.3695968 6.1530982 0, 100.3734591 6.1518821 0, 100.3726867 6.1461859 0, 100.370498 6.1435618 0, 100.3714207 6.1428151 0, 100.372 6.1408736 0, 100.3714115 6.1400776 0, 100.3704765 6.1379934 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
75,AORBRVC010 (TOWN),JALAN PUTRA	3.7km<br>JALAN GANGSA	4.9km<br>AMAN CENTRAL	5.5km,"POLYGON Z ((100.3584062 6.1284465 0, 100.3588675 6.1292146 0, 100.3593181 6.1307294 0, 100.3601442 6.1328095 0, 100.3615497 6.1364684 0, 100.359994 6.1368205 0, 100.3572689 6.1338016 0, 100.3579019 6.1328522 0, 100.3584062 6.1284465 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
76,AORBRVC010 (TOWN),JALAN PUTRA	3.7km<br>JALAN GANGSA	4.9km<br>AMAN CENTRAL	5.5km,"POLYGON Z ((100.3601413 6.1241947 0, 100.3625982 6.1231279 0, 100.3650551 6.1221785 0, 100.3662675 6.1217091 0, 100.3664284 6.1219865 0, 100.3667396 6.124216 0, 100.3669649 6.1262108 0, 100.3672331 6.1277576 0, 100.3651088 6.1284403 0, 100.3648513 6.1278963 0, 100.3639823 6.1274696 0, 100.3631883 6.1274376 0, 100.3622335 6.1281417 0, 100.3617345 6.1283204 0, 100.3612893 6.1283337 0, 100.3609567 6.1278216 0, 100.3606992 6.1264135 0, 100.3606349 6.1254214 0, 100.3601413 6.1241947 0))",VAN ROUTE COVERAGE,AOR (NR2 - MEDIUM)
77,GDEX ASC,,POINT Z (116.0738606 5.9780208 0),GDEX BRANCH,ASC (SBH - SMALL)
78,Polygon 5,,"POLYGON Z ((116.0838545 5.9912774 0, 116.081429 5.9906492 0, 116.0795865 5.9796323 0, 116.0846323 5.9872077 0, 116.0838545 5.9912774 0))",GDEX BRANCH,ASC (SBH - SMALL)
79,ASCBRMC001,,"POLYGON Z ((116.074997 5.9775886 0, 116.0754637 5.9770551 0, 116.0760646 5.9806617 0, 116.0767297 5.9818141 0, 116.0785107 5.9859116 0, 116.080399 5.9888993 0, 116.0815577 5.9904785 0, 116.0820298 5.9918869 0, 116.0845833 5.9952587 0, 116.0851626 5.997286 0, 116.0824589 5.9980116 0, 116.0785268 5.9921163 0, 116.0776685 5.9898062 0, 116.0766546 5.9885151 0, 116.0758553 5.9869146 0, 116.0766922 5.9868025 0, 116.0773842 5.9862584 0, 116.0767458 5.9857035 0, 116.0728245 5.9787357 0, 116.074997 5.9775886 0))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
80,ASCBRMC002,,"POLYGON Z ((116.0802088 5.987347 0, 116.0795799 5.987573 0, 116.0785107 5.9859116 0, 116.0767297 5.9818141 0, 116.0760646 5.9806617 0, 116.0754637 5.9770551 0, 116.074997 5.9775886 0, 116.0728245 5.9787357 0, 116.0702243 5.9739468 0, 116.0692619 5.9722507 0, 116.0687182 5.9709571 0, 116.0703316 5.9696999 0, 116.070982 5.9666462 0, 116.0691259 5.9641599 0, 116.069362 5.9622071 0, 116.0699735 5.961951 0, 116.0705207 5.9637437 0, 116.0727415 5.966198 0, 116.0733745 5.9672544 0, 116.073396 5.9702422 0, 116.076443 5.9683748 0, 116.0798333 5.9681401 0, 116.0810242 5.9704129 0, 116.0789214 5.9739129 0, 116.0781167 5.9766659 0, 116.0795865 5.9796323 0, 116.0805521 5.9852236 0, 116.0802088 5.987347 0))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
81,ASCBRMC003,,"POLYGON Z ((116.0728245 5.9787357 0, 116.0767458 5.9857035 0, 116.0773842 5.9862584 0, 116.0766922 5.9868025 0, 116.0758553 5.9869146 0, 116.0750125 5.9865278 0, 116.0720943 5.9839989 0, 116.0714827 5.9832093 0, 116.0674863 5.9762255 0, 116.0669069 5.9735845 0, 116.0692619 5.9722507 0, 116.0728245 5.9787357 0))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
82,ASCBRMC004,,"POLYGON Z ((116.0692619 5.9722507 0, 116.0669069 5.9735845 0, 116.0628363 5.9793347 0, 116.0580298 5.9774567 0, 116.0539528 5.9685788 0, 116.0522362 5.9617495 0, 116.0398766 5.9562007 0, 116.0434386 5.9492859 0, 116.0455414 5.936822 0, 116.0570856 5.9494993 0, 116.0597893 5.9542799 0, 116.0576864 5.9588471 0, 116.0584589 5.9610666 0, 116.0687182 5.9709571 0, 116.0692619 5.9722507 0))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
83,ASCBRMC005,,"POLYGON Z ((116.0798333 5.9681401 0, 116.076443 5.9683748 0, 116.073396 5.9702422 0, 116.0733745 5.9672544 0, 116.0727415 5.966198 0, 116.0705207 5.9637437 0, 116.0699735 5.961951 0, 116.069362 5.9622071 0, 116.0691259 5.9641599 0, 116.070982 5.9666462 0, 116.0703316 5.9696999 0, 116.0687182 5.9709571 0, 116.0584589 5.9610666 0, 116.0576864 5.9588471 0, 116.0597893 5.9542799 0, 116.0570856 5.9494993 0, 116.056281 5.9471913 0, 116.0605081 5.9461669 0, 116.0640272 5.9535513 0, 116.0677179 5.9556961 0, 116.0682651 5.9567525 0, 116.068823 5.9581077 0, 116.0710117 5.9591108 0, 116.0699173 5.9606261 0, 116.0703787 5.961437 0, 116.0724601 5.9629523 0, 116.0741874 5.9650865 0, 116.0756465 5.9661108 0, 116.077685 5.9650544 0, 116.0791656 5.9658334 0, 116.0798333 5.9681401 0))",MOTOR ROUTE COVERAGE,ASC (SBH - SMALL)
84,ASCBRVC001,,"POLYGON Z ((116.0815577 5.9904785 0, 116.0820298 5.9918869 0, 116.0845833 5.9952587 0, 116.0851626 5.997286 0, 116.0824589 5.9980116 0, 116.0718003 5.9869676 0, 116.067144 5.9734802 0, 116.0692619 5.9722507 0, 116.0770789 5.9861566 0, 116.0793534 5.9898485 0, 116.0815577 5.9904785 0))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
85,ASCBRVC002,,"POLYGON Z ((116.0692619 5.972256 0, 116.0768429 5.9681288 0, 116.0798333 5.9681454 0, 116.0810242 5.9704182 0, 116.0788814 5.974147 0, 116.0781167 5.9766712 0, 116.0795865 5.9796376 0, 116.0805521 5.9852289 0, 116.0808525 5.9872883 0, 116.0815577 5.9904838 0, 116.0793534 5.9898538 0, 116.0728245 5.978741 0, 116.0692619 5.972256 0))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
86,ASCBRVC003,,"POLYGON Z ((116.0694577 5.9719391 0, 116.0670785 5.9735418 0, 116.0630079 5.979292 0, 116.0582014 5.977414 0, 116.0541244 5.9685361 0, 116.0524078 5.9617068 0, 116.0400482 5.956158 0, 116.0436102 5.9492432 0, 116.045713 5.9367793 0, 116.0564526 5.9471486 0, 116.0602738 5.9459022 0, 116.064265 5.9532439 0, 116.0667111 5.9548232 0, 116.0704877 5.9588354 0, 116.0700889 5.9605834 0, 116.074359 5.9650438 0, 116.0758181 5.9660681 0, 116.0778566 5.9650117 0, 116.0790708 5.9657928 0, 116.0800049 5.9680974 0, 116.0764529 5.968055 0, 116.0736205 5.969933 0, 116.0694577 5.9719391 0))",VAN ROUTE COVERAGE,ASC (SBH - SMALL)
87,GDEX AYK,,POINT Z (102.2686158 2.2808387 0),GDEX BRANCH,AYK (CR - MEDIUM)
88,AYKBRMC001 (TOWN),TASIK UTAMA 1-38	3.3km<br>REHABILITI (PERKESO) AYER KEROH HEIGHT	3.5km<br>MITC	3.7km<br>KOTA FESYEN	4.3km<br>ALL BANGUNAN KERAJAAN	4.4km<br>MAHKAMAH SYARIAH	5.1km<br>KYS	7.6km<br>UTEM	7.8km,"POLYGON Z ((102.31786 2.319589 0, 102.30696 2.296969 0, 102.294772 2.279131 0, 102.290652 2.280332 0, 102.283705 2.280181 0, 102.281565 2.28344 0, 102.278099 2.282776 0, 102.277956 2.280109 0, 102.27249 2.280058 0, 102.27201 2.270951 0, 102.276572 2.268448 0, 102.282099 2.269713 0, 102.286124 2.267334 0, 102.289196 2.268257 0, 102.289634 2.261588 0, 102.29166 2.261523 0, 102.291403 2.250159 0, 102.295609 2.250143 0, 102.296054 2.250786 0, 102.297787 2.254238 0, 102.29872 2.262654 0, 102.29798 2.267435 0, 102.297899 2.26974 0, 102.297948 2.271423 0, 102.298892 2.278445 0, 102.30593 2.291481 0, 102.312625 2.291309 0, 102.316144 2.300464 0, 102.318611 2.304774 0, 102.324072 2.305631 0, 102.325199 2.310305 0, 102.327066 2.31946 0, 102.31786 2.319589 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
89,AYKBRMC002 (SUBTOWN),KOTA CEMERLANG	4.6km<br>KOMPLEKS SERI NEGERI	5.8km<br>INDUSTRI AYER KEROH	6.3km<br>MELAKA PERDANA	7.5km<br>VISTA KIRANA	7.6km<br>TIARA GOLF	8.4km<br>HALF BUKIT KATIL	11.4km,"POLYGON Z ((102.298484 2.275636 0, 102.297964 2.271605 0, 102.297923 2.267242 0, 102.298699 2.262654 0, 102.297765 2.254238 0, 102.295609 2.250143 0, 102.294579 2.230074 0, 102.29732 2.217043 0, 102.295512 2.208042 0, 102.297867 2.207233 0, 102.298184 2.208541 0, 102.300758 2.231103 0, 102.305356 2.239931 0, 102.306115 2.241864 0, 102.306316 2.244118 0, 102.3102 2.260606 0, 102.3102 2.267296 0, 102.321229 2.261228 0, 102.322623 2.262118 0, 102.323846 2.261056 0, 102.324668 2.262439 0, 102.324477 2.262611 0, 102.324753 2.262844 0, 102.325168 2.263484 0, 102.325663 2.264018 0, 102.326138 2.264187 0, 102.327176 2.264219 0, 102.327888 2.264138 0, 102.328149 2.264235 0, 102.328694 2.26502 0, 102.329265 2.265773 0, 102.328863 2.266012 0, 102.328876 2.266244 0, 102.328987 2.266381 0, 102.329163 2.266443 0, 102.329463 2.26647 0, 102.32912 2.268638 0, 102.328448 2.268432 0, 102.328656 2.267766 0, 102.328193 2.2677 0, 102.328061 2.268385 0, 102.327867 2.26874 0, 102.327609 2.269062 0, 102.328036 2.269697 0, 102.327105 2.270415 0, 102.326613 2.270742 0, 102.326174 2.270876 0, 102.325856 2.271498 0, 102.324495 2.273267 0, 102.325017 2.273336 0, 102.325066 2.274071 0, 102.32289 2.276043 0, 102.322011 2.27603 0, 102.321518 2.275802 0, 102.319534 2.27673 0, 102.318716 2.277284 0, 102.318075 2.278279 0, 102.31797 2.278443 0, 102.318187 2.278646 0, 102.317729 2.279312 0, 102.317033 2.279082 0, 102.318155 2.277196 0, 102.317757 2.277101 0, 102.317225 2.27723 0, 102.317158 2.277611 0, 102.316071 2.27796 0, 102.306938 2.276043 0, 102.298484 2.275636 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
90,AYKBRMC003 (SUBTOWN),KAMPUNG BARU	4.7km<br>SRI RAYA	6.8km<br>MUZAFFAR HEIGHT	6.9km<br>AIR KEROH PERMAI	7.1km<br>SRI MAHKOTA	7.2km<br>ALL BUKIT BERUANG	8.3km<br>SRI JAYA RESOURCES ENTERPRISE	8.3km<br>JALAN ISTANA	8.6km<br>MAJLIS BANDARAYA MELAKA BERSEJARAH	9km<br>MOZAC	9.1km<br>JAYA JUSCO	9.3km,"POLYGON Z ((102.274601 2.266422 0, 102.270289 2.242612 0, 102.279665 2.231736 0, 102.282125 2.233036 0, 102.28135 2.23434 0, 102.290774 2.243652 0, 102.290592 2.244188 0, 102.289423 2.247527 0, 102.289329 2.247791 0, 102.288934 2.248952 0, 102.288516 2.250262 0, 102.287709 2.250064 0, 102.285866 2.254423 0, 102.285774 2.256949 0, 102.280634 2.257717 0, 102.283538 2.261624 0, 102.285893 2.261686 0, 102.285372 2.266551 0, 102.274601 2.266422 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
91,AYKBRMC004 (SUBTOWN),PENGKALAN BATU	7.4km<br>BUKIT SEBUKOR	8.2km<br>KYM	8.5km<br>MANIPAL COLLEGE	8.7km<br>KAMPUNG MUSAI	10.4km<br>ALL BUKIT BARU	10.8km<br>ALL BUKIT SERINDIT	11.2km<br>TAMAN INDAH	17.1km,"POLYGON Z ((102.285481 2.261694 0, 102.283684 2.261654 0, 102.282317 2.260027 0, 102.280634 2.257717 0, 102.285774 2.256949 0, 102.285824 2.254552 0, 102.287709 2.250064 0, 102.288516 2.250262 0, 102.290774 2.243652 0, 102.286564 2.239503 0, 102.282478 2.235441 0, 102.28135 2.23434 0, 102.282125 2.233036 0, 102.279665 2.231736 0, 102.270289 2.242612 0, 102.257929 2.269456 0, 102.253809 2.267055 0, 102.265482 2.235408 0, 102.265407 2.232476 0, 102.26413 2.231452 0, 102.262788 2.221432 0, 102.263126 2.221049 0, 102.263217 2.220054 0, 102.263029 2.21906 0, 102.26016 2.21283 0, 102.262738 2.211361 0, 102.264136 2.207694 0, 102.266405 2.20803 0, 102.268347 2.207491 0, 102.266662 2.210021 0, 102.283195 2.231495 0, 102.283051 2.233007 0, 102.295609 2.250143 0, 102.291403 2.250159 0, 102.29166 2.258135 0, 102.29166 2.261523 0, 102.285481 2.261694 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
92,AYKBRMC005 (SUBTOWN),ALL GANGSA	2km<br>ALL ANGKASA NURI	3.1km<br>TASIK UTAMA 39A-67	3.6km<br>ALL DURIAN TUNGGAL	6km,"POLYGON Z ((102.242361 2.277481 0, 102.253991 2.272185 0, 102.259675 2.277684 0, 102.262011 2.281597 0, 102.262478 2.28342 0, 102.264554 2.283227 0, 102.264613 2.283548 0, 102.264956 2.284728 0, 102.265745 2.284422 0, 102.266289 2.285647 0, 102.265826 2.285932 0, 102.265884 2.2867 0, 102.26575 2.298728 0, 102.275706 2.308162 0, 102.278796 2.302673 0, 102.286349 2.305246 0, 102.300168 2.308419 0, 102.301241 2.31155 0, 102.282401 2.324628 0, 102.274419 2.335348 0, 102.269012 2.344438 0, 102.275995 2.348177 0, 102.278086 2.350672 0, 102.279528 2.354899 0, 102.278534 2.356456 0, 102.277158 2.356473 0, 102.277114 2.355104 0, 102.274646 2.353509 0, 102.271862 2.353317 0, 102.270366 2.353533 0, 102.270369 2.355659 0, 102.270543 2.357175 0, 102.269902 2.358347 0, 102.268448 2.358388 0, 102.266694 2.358642 0, 102.263862 2.358219 0, 102.263003 2.355994 0, 102.259788 2.357544 0, 102.257496 2.355835 0, 102.250443 2.347379 0, 102.249786 2.346402 0, 102.249776 2.345567 0, 102.249504 2.344727 0, 102.249238 2.344023 0, 102.252875 2.341721 0, 102.254485 2.341606 0, 102.256008 2.338446 0, 102.257103 2.329414 0, 102.255279 2.315709 0, 102.249678 2.282272 0, 102.242361 2.277481 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
93,AYKBRMC006 (SUBTOWN),HOTEL KING	8.4km<br>KOMPLEKS MAHKAMAH	8.7km<br>TAMAN MERBOK	9.3km<br>HALF BUKIT KATIL	11.4km<br>HALF SEMABOK	12.3km<br>SEMABOK JAYA	12.3km<br>SEMABOK PERMAI	12.6km<br>AYER MOLEK	13.4km<br>ALL DUYONG	13.5km,"POLYGON Z ((102.283195 2.231495 0, 102.275312 2.221132 0, 102.272536 2.217576 0, 102.270303 2.214662 0, 102.266662 2.210032 0, 102.271557 2.204789 0, 102.272704 2.202184 0, 102.274243 2.198701 0, 102.278281 2.199913 0, 102.279771 2.20192 0, 102.281117 2.201518 0, 102.28212 2.195798 0, 102.307966 2.17189 0, 102.309736 2.174034 0, 102.298278 2.18492 0, 102.29282 2.19039 0, 102.292482 2.229838 0, 102.29151 2.229875 0, 102.290539 2.230127 0, 102.288473 2.231064 0, 102.287392 2.231512 0, 102.286385 2.231959 0, 102.285143 2.23804 0, 102.284233 2.237227 0, 102.28398 2.233501 0, 102.283094 2.232932 0, 102.283195 2.231495 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
94,AYKBRMC007 (SUBTOWN),BUKIT PIATU	10.6km<br>BUKIT GEDONG	12.8km<br>ALL UJONG PASIR	12.9km<br>HALF SEMABOK	12.9km<br>BUKIT SENJUANG	13.6km<br>ALL PADANG TEMU	15.9km,"POLYGON Z ((102.269492 2.20696 0, 102.269108 2.206762 0, 102.26957 2.206483 0, 102.261579 2.204328 0, 102.261807 2.203524 0, 102.261765 2.202859 0, 102.261683 2.202063 0, 102.261386 2.201761 0, 102.260605 2.20116 0, 102.260102 2.200626 0, 102.259544 2.200294 0, 102.259233 2.199665 0, 102.259121 2.199202 0, 102.259137 2.198696 0, 102.259234 2.198241 0, 102.259291 2.197805 0, 102.259154 2.197155 0, 102.259037 2.196307 0, 102.258996 2.195727 0, 102.259062 2.195265 0, 102.260211 2.194856 0, 102.2649 2.197011 0, 102.264749 2.196255 0, 102.265307 2.195006 0, 102.265785 2.194106 0, 102.265793 2.193345 0, 102.265082 2.193366 0, 102.264261 2.193204 0, 102.263701 2.192147 0, 102.263655 2.191712 0, 102.263891 2.190541 0, 102.263738 2.189618 0, 102.263451 2.188448 0, 102.264851 2.188118 0, 102.279148 2.184092 0, 102.301292 2.17722 0, 102.301582 2.177799 0, 102.28212 2.195787 0, 102.281117 2.201507 0, 102.279771 2.201909 0, 102.278281 2.199902 0, 102.274243 2.19869 0, 102.27309 2.201037 0, 102.271546 2.204692 0, 102.271398 2.204921 0, 102.269492 2.20696 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
95,AYKBRMC008 (SUBTOWN),TESCO	7.3km<br>HOSPITAL MELAKA	8.6km<br>PANTAI PERINGGIT	8.6km<br>MELAKA SENTRAL	8.8km<br>JALAN TAMING SARI	9.6km<br>PERINGGIT JAYA	9.6km<br>JAYA JUSCO LAGENDA	9.7km,"POLYGON Z ((102.263168 2.22092 0, 102.26283 2.221304 0, 102.262342 2.221451 0, 102.255363 2.223571 0, 102.254509 2.223104 0, 102.253097 2.224266 0, 102.251962 2.223883 0, 102.250783 2.223628 0, 102.247955 2.223976 0, 102.241625 2.214777 0, 102.25201 2.204914 0, 102.259735 2.21169 0, 102.263072 2.218932 0, 102.26326 2.219926 0, 102.263168 2.22092 0))",MOTOR ROUTE COVERAGE,AYK (CR - MEDIUM)
